gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize,Tech Valid
Shinyanga II,Tanzania,PV,Solar,2025.0,2050.0,150.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.78,25.0,150.0,150.0,0.0,,,,1.0,,True
Singida,Tanzania,PV,Solar,2025.0,2050.0,150.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.78,25.0,150.0,150.0,0.0,,,,1.0,,True
Kikuletwa,Tanzania,ROR,Water,2026.0,2076.0,11.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,3.52,50.0,11.0,11.0,0.0,,,,0.0,,True
Kiwira I,Tanzania,ST,Coal,2028.0,2058.0,200.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.19,30.0,200.0,200.0,0.0,,,,0.0,,True
Kiwira II,Tanzania,ST,Coal,2028.0,2058.0,200.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.19,30.0,200.0,200.0,0.0,,,,0.0,,True
Kiwira III,Tanzania,ST,Coal,2028.0,2058.0,300.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.32,30.0,300.0,300.0,0.0,,,,0.0,,True
Mbeya I,Tanzania,ST,Coal,2028.0,2058.0,300.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.19,30.0,300.0,300.0,0.0,,,,0.0,,True
Mbeya II,Tanzania,ST,Coal,2028.0,2058.0,600.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.32,30.0,600.0,600.0,0.0,,,,0.0,,True
Mbeya III,Tanzania,ST,Coal,2028.0,2058.0,600.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.35,30.0,600.0,600.0,0.0,,,,0.0,,True
Mchuchuma I,Tanzania,ST,Coal,2028.0,2058.0,300.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.19,30.0,300.0,300.0,0.0,,,,0.0,,True
Mchuchuma II,Tanzania,ST,Coal,2028.0,2058.0,400.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.19,30.0,400.0,400.0,0.0,,,,0.0,,True
Mchuchuma III,Tanzania,ST,Coal,2028.0,2058.0,300.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.19,30.0,300.0,300.0,0.0,,,,0.0,,True
Ngaka I,Tanzania,ST,Coal,2028.0,2058.0,200.0,3.0,0.0,8.7,1.0,1.0,0.0,0.2,40580.0,23.4,5.0,2.19,30.0,200.0,200.0,0.0,,,,0.0,,True
Ngaka II,Tanzania,ST,Coal,2028.0,2058.0,400.0,3.0,0.0,8.7,1.0,1.0,0.0,0.2,40580.0,23.4,5.0,2.34,30.0,400.0,400.0,0.0,,,,0.0,,True
Rukwa I,Tanzania,ST,Coal,2028.0,2058.0,300.0,3.0,0.0,8.7,1.0,1.0,0.0,0.2,40580.0,25.7,5.0,2.34,30.0,300.0,300.0,0.0,,,,0.0,,True
Rukwa II,Tanzania,ST,Coal,2028.0,2058.0,600.0,3.0,0.0,8.7,1.0,1.0,0.0,0.2,40580.0,25.7,5.0,2.19,30.0,600.0,600.0,0.0,,,,0.0,,True
Rungwe,Tanzania,ST,Coal,2028.0,2058.0,600.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.19,30.0,600.0,600.0,0.0,,,,0.0,,True
Ikondo Mnyera,Tanzania,ROR,Water,2026.0,2076.0,340.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,1.96,50.0,340.0,340.0,0.0,,,,0.0,,True
Iringa (Ibosa),Tanzania,ReservoirHydro,Water,2030.0,2080.0,36.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.42,50.0,36.0,36.0,0.0,,,,0.0,,True
Iringa (Nginayo),Tanzania,ReservoirHydro,Water,2030.0,2080.0,52.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.41,50.0,52.0,52.0,0.0,,,,0.0,,True
Iringa Kilolo,Tanzania,ReservoirHydro,Water,2030.0,2080.0,150.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.0,50.0,150.0,150.0,0.0,,,,0.0,,True
Julius Nyerere,Tanzania,ReservoirHydro,Water,2025.0,2075.0,1880.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,1.35,50.0,1880.0,1880.0,0.0,,,,0.0,,True
Julius Nyerere_1,Tanzania,ReservoirHydro,Water,2024.0,2074.0,235.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,235.0,235.0,0.0,,,,0.0,,True
Kakono,Tanzania,ROR,Water,2026.0,2076.0,87.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,3.22,50.0,87.0,87.0,0.0,,,,0.0,,True
Kikagati (14 MW)*,Tanzania,ReservoirHydro,Water,2030.0,2080.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,7.0,7.0,0.0,,,,0.0,,True
Kikonge,Tanzania,ReservoirHydro,Water,2030.0,2080.0,300.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.47,50.0,300.0,300.0,0.0,,,,0.0,,True
Malagarasi,Tanzania,ROR,Water,2026.0,2076.0,50.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.91,50.0,49.5,49.5,0.0,,,,0.0,,True
Masigira,Tanzania,ROR,Water,2026.0,2076.0,118.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.21,50.0,118.0,118.0,0.0,,,,0.0,,True
Mbarali,Tanzania,ReservoirHydro,Water,2030.0,2080.0,39.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,4.31,50.0,38.5,38.5,0.0,,,,0.0,,True
Mhanga,Tanzania,ReservoirHydro,Water,2030.0,2080.0,27.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.52,50.0,26.6,26.6,0.0,,,,0.0,,True
Mnyera Kisingo,Tanzania,ReservoirHydro,Water,2030.0,2080.0,120.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.62,50.0,119.8,119.8,0.0,,,,0.0,,True
Mnyera Kwanini,Tanzania,ReservoirHydro,Water,2030.0,2080.0,144.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,1.14,50.0,143.9,143.9,0.0,,,,0.0,,True
Mnyera Mnyera,Tanzania,ReservoirHydro,Water,2030.0,2080.0,137.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.0,50.0,137.4,137.4,0.0,,,,0.0,,True
Mnyera Pumbwe,Tanzania,ReservoirHydro,Water,2030.0,2080.0,123.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,1.78,50.0,122.9,122.9,0.0,,,,0.0,,True
Mnyera Ruaha,Tanzania,ReservoirHydro,Water,2030.0,2080.0,60.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,4.25,50.0,60.3,60.3,0.0,,,,0.0,,True
Mnyera Taveta,Tanzania,ReservoirHydro,Water,2030.0,2080.0,145.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,1.42,50.0,145.0,145.0,0.0,,,,0.0,,True
Mpanga,Tanzania,ReservoirHydro,Water,2030.0,2080.0,160.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,1.87,50.0,160.0,160.0,0.0,,,,0.0,,True
Nakatuta (Liparamba),Tanzania,ReservoirHydro,Water,2030.0,2080.0,15.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.52,50.0,15.0,15.0,0.0,,,,0.0,,True
Njombe,Tanzania,ROR,Water,2026.0,2076.0,32.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,4.25,50.0,32.0,32.0,0.0,,,,0.0,,True
Ruhudji,Tanzania,ReservoirHydro,Water,2030.0,2080.0,358.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,1.14,50.0,358.0,358.0,0.0,,,,0.0,,True
Rumakali,Tanzania,ReservoirHydro,Water,2030.0,2080.0,222.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,1.69,50.0,222.0,222.0,0.0,,,,0.0,,True
Rusumo (80 MW)*,Tanzania,ROR,Water,2024.0,2074.0,27.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,26.7,26.7,0.0,,,,0.0,,True
Songea HPP,Tanzania,ReservoirHydro,Water,2030.0,2080.0,15.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,15.0,15.0,0.0,,,,0.0,,True
Songwe Bipugu (34 MW)*,Tanzania,ReservoirHydro,Water,2030.0,2080.0,17.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,17.0,17.0,0.0,,,,0.0,,True
Songwe Manolo (180.2 MW)*,Tanzania,ReservoirHydro,Water,2030.0,2080.0,90.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,90.1,90.1,0.0,,,,0.0,,True
Songwe Sofre (163.2 MW)*,Tanzania,ReservoirHydro,Water,2030.0,2080.0,82.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.98,50.0,81.6,81.6,0.0,,,,0.0,,True
Upper Kihansi,Tanzania,ROR,Water,2026.0,2076.0,120.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,120.0,120.0,0.0,,,,0.0,,True
Makambako,Tanzania,OnshoreWind,Wind,2026.0,2056.0,300.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,30000.0,0.0,0.0,1.3,30.0,300.0,300.0,0.0,,,,1.0,,True
Njombe I,Tanzania,OnshoreWind,Wind,2026.0,2056.0,100.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,30000.0,0.0,0.0,1.27,30.0,100.0,100.0,0.0,,,,1.0,,True
Njombe II,Tanzania,OnshoreWind,Wind,2026.0,2056.0,200.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,30000.0,0.0,0.0,1.27,30.0,200.0,200.0,0.0,,,,1.0,,True
Singida I,Tanzania,OnshoreWind,Wind,2026.0,2056.0,100.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,30000.0,0.0,0.0,1.27,30.0,100.0,100.0,0.0,,,,1.0,,True
Singida II,Tanzania,OnshoreWind,Wind,2026.0,2056.0,100.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,30000.0,0.0,0.0,1.27,30.0,100.0,100.0,0.0,,,,1.0,,True
Singida III,Tanzania,OnshoreWind,Wind,2026.0,2056.0,200.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,30000.0,0.0,0.0,1.27,30.0,200.0,200.0,0.0,,,,1.0,,True
Songea,Tanzania,ICE,Diesel,2005.0,2035.0,8.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,7.7,7.7,0.0,,,,0.0,,True
Kinyerezi IV,Tanzania,CCGT,Gas,2020.0,2050.0,330.0,1.0,0.0,6.09,1.0,1.0,0.0,0.2,12200.0,35.7,5.0,1.21,30.0,0.0,0.0,0.0,,,,0.0,,True
Kinyerezi I,Tanzania,OCGT,Gas,2015.0,2045.0,150.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kinyerezi II,Tanzania,OCGT,Gas,2018.0,2048.0,248.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Somanga,Tanzania,OCGT,Gas,2010.0,2040.0,8.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Songas,Tanzania,OCGT,Gas,2006.0,2036.0,189.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Tegeta,Tanzania,OCGT,Gas,2009.0,2039.0,45.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Ubungo I,Tanzania,OCGT,Gas,2008.0,2038.0,102.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Ubungo II,Tanzania,OCGT,Gas,2012.0,2042.0,120.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Ubungo III,Tanzania,OCGT,Gas,2022.0,2052.0,112.0,1.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Biharamulo,Tanzania,ICE,Diesel,2015.0,2045.0,4.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Bukoba,Tanzania,ICE,Diesel,1991.0,2021.0,3.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Inyonga,Tanzania,ICE,Diesel,2025.0,2055.0,2.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kasulu,Tanzania,ICE,Diesel,2011.0,2041.0,3.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kibondo,Tanzania,ICE,Diesel,2010.0,2040.0,3.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kigoma_ICE,Tanzania,ICE,Diesel,2010.0,2040.0,8.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Liwale,Tanzania,ICE,Diesel,2013.0,2043.0,1.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Loliondo,Tanzania,ICE,Diesel,2012.0,2042.0,4.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Ludewa,Tanzania,ICE,Diesel,2010.0,2040.0,1.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Madaba,Tanzania,ICE,Diesel,2010.0,2040.0,1.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Mafia,Tanzania,ICE,Diesel,1970.0,2000.0,3.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Mbinga,Tanzania,ICE,Diesel,2007.0,2037.0,2.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Mpanda,Tanzania,ICE,Diesel,1992.0,2022.0,5.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Namtumbo,Tanzania,ICE,Diesel,2012.0,2042.0,0.3,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Ngara,Tanzania,ICE,Diesel,2015.0,2045.0,3.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Nyakato,Tanzania,ICE,HFO,2013.0,2043.0,63.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Sumbawanga,Tanzania,ICE,Diesel,2011.0,2041.0,5.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Tunduru,Tanzania,ICE,Diesel,1991.0,2021.0,2.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Zuzu,Tanzania,ICE,Diesel,1980.0,2010.0,7.0,1.0,0.0,10.42,1.0,1.0,0.0,0.2,8000.0,6.4,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Andoya,Tanzania,ROR,Water,2015.0,2065.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Darakuta,Tanzania,ROR,Water,2013.0,2063.0,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Diwale,Tanzania,ROR,Water,2026.0,2076.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Hale,Tanzania,ROR,Water,1967.0,2017.0,21.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Ikondo,Tanzania,ROR,Water,2026.0,2076.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Lower Kihansi,Tanzania,ROR,Water,2000.0,2050.0,180.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Mwenga,Tanzania,ROR,Water,2012.0,2062.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
New Pangani Falls,Tanzania,ROR,Water,1995.0,2045.0,68.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Tosamaganga,Tanzania,ROR,Water,2026.0,2076.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Tulila,Tanzania,ROR,Water,2015.0,2065.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Uwemba,Tanzania,ROR,Water,1991.0,2041.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Yovi,Tanzania,ROR,Water,2016.0,2066.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Kibena,Tanzania,BiomassPlant,Biomass,2026.0,2056.0,3.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Mgololo,Tanzania,BiomassPlant,Biomass,2026.0,2056.0,40.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Misenyi (Kagera),Tanzania,BiomassPlant,Biomass,2026.0,2056.0,4.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
"Mkonge Energy System (I,II & III)",Tanzania,BiomassPlant,Biomass,2026.0,2056.0,3.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Mkonge Energy System IV (Usambara),Tanzania,BiomassPlant,Biomass,2026.0,2056.0,2.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Mufindi (Cogen),Tanzania,BiomassPlant,Biomass,2026.0,2056.0,27.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Ngombeni (Mafia),Tanzania,BiomassPlant,Biomass,2026.0,2056.0,3.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Sao Hill (Cogen),Tanzania,BiomassPlant,Biomass,2026.0,2056.0,6.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
TANWAT,Tanzania,BiomassPlant,Biomass,2010.0,2040.0,3.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
TPC,Tanzania,BiomassPlant,Biomass,2011.0,2041.0,17.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kidatu,Tanzania,ReservoirHydro,Water,1975.0,2065.0,204.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Madope,Tanzania,ReservoirHydro,Water,2030.0,2080.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Matembwe,Tanzania,ReservoirHydro,Water,2016.0,2066.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Mtera,Tanzania,ReservoirHydro,Water,1988.0,2038.0,80.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyumba ya Mungu,Tanzania,ReservoirHydro,Water,1968.0,2018.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Panyimur Geothermal Power Project,Uganda,Geothermal,Geothermal,2026.0,2056.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.05,75000.0,0.0,5.0,3.0,30.0,10.0,10.0,0.0,,,,0.0,,True
Excess Associated Gas Thermal Power Project,Uganda,OCGT,Gas,2030.0,2060.0,146.0,3.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.8,30.0,146.0,146.0,0.0,,,,0.0,,True
Kingfisher Gas to Power Project,Uganda,OCGT,Gas,2025.0,2055.0,39.0,3.0,0.0,9.45,1.0,1.0,0.0,0.2,20000.0,4.0,5.0,0.8,30.0,39.1,39.1,0.0,,,,0.0,,True
Ulepi Solar,Uganda,PV,Solar,2025.0,2050.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.8,25.0,10.0,10.0,0.0,,,,1.0,,True
Jinja Waste to Energy Power Project,Uganda,BiomassPlant,Biomass,2026.0,2056.0,3.0,3.0,0.0,12.5,1.0,1.0,0.0,0.05,0.0,2.5,5.0,1.5,30.0,2.5,2.5,0.0,,,,0.0,,True
Kamuli Sugar Bagasse Power Plant,Uganda,BiomassPlant,Biomass,2026.0,2056.0,3.0,3.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,1.5,30.0,3.0,3.0,0.0,,,,0.0,,True
Pece Biomass Power Project,Uganda,BiomassPlant,Biomass,2026.0,2056.0,20.0,3.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,1.5,30.0,20.0,20.0,0.0,,,,0.0,,True
Pramukh Steel Bagasse Power Plant,Uganda,BiomassPlant,Biomass,2007.0,2037.0,8.0,3.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,1.5,30.0,8.0,8.0,0.0,,,,0.0,,True
Tilenga Gas to Power Project ST,Uganda,ST,Gas,2025.0,2055.0,200.0,3.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,2.0,30.0,200.0,200.0,0.0,,,,0.0,,True
Unergy Biomass Power Project,Uganda,BiomassPlant,Biomass,2026.0,2056.0,20.0,3.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,1.5,30.0,20.0,20.0,0.0,,,,0.0,,True
Achwa-Aber Multipurpose HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,52.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,52.0,52.0,0.0,,,,0.0,,True
Atari 2 HPP,Uganda,ROR,Water,2025.0,2075.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,2.0,2.0,0.0,,,,0.0,,True
Awere HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,18.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,18.0,18.0,0.0,,,,0.0,,True
Ayago HPP,Uganda,ROR,Water,2026.0,2076.0,840.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,2.8,50.0,840.0,840.0,0.0,,,,0.0,,True
Buwangani HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,7.0,7.0,0.0,,,,0.0,,True
Kiiba HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,400.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.0,5.0,3.3,50.0,400.0,400.0,0.0,,,,0.0,,True
Kiraboha HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,5.0,5.0,0.0,,,,0.0,,True
